Date,Season,Home,Away,HG,AG,Result,Result-U/O,1,X,2,HST,AST,HC,AC,Week,HW,AW,HL,AL,HGF,AGF,HAGF,HGA,AGA,HAGA,HGD,AGD,HAGD,HWGD,AWGD,HAWGD,HLGD,ALGD,HALGD,HW%,HL%,AW%,AL%,HSTF,ASTF,HCF,ACF,HElo,AElo
2026-05-10,2025,Hamburg,Freiburg,3,2,H,O,2.74,3.57,2.35,5.0,3.0,2.0,4.0,17,0.0,2.0,1.0,1.0,3.0,3.0,0.0,4.0,5.0,-1.0,-1.0,-2.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.0,31.2,31.2,25.0,56.2,9.0,13.0,14.0,6.0,1461.9,1566.6
2026-05-10,2025,FC Koln,Heidenheim,1,3,A,O,1.88,3.93,3.48,7.0,5.0,6.0,4.0,17,1.0,0.0,1.0,1.0,7.0,6.0,1.0,6.0,7.0,-1.0,1.0,-1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,31.2,43.8,6.2,75.0,23.0,14.0,15.0,12.0,1466.7,1433.2
2026-05-09,2025,Wolfsburg,Bayern Munich,0,1,A,U,4.28,4.48,1.62,5.0,9.0,6.0,3.0,17,0.0,3.0,2.0,0.0,1.0,12.0,-11.0,3.0,5.0,-2.0,-2.0,7.0,-9.0,0.0,1.0,-1.0,0.0,0.0,0.0,12.5,62.5,81.2,0.0,15.0,23.0,23.0,16.0,1453.5,1821.9
2026-05-09,2025,Stuttgart,Leverkusen,3,1,H,O,2.13,3.96,2.82,9.0,5.0,7.0,6.0,17,1.0,2.0,1.0,0.0,5.0,6.0,-1.0,3.0,4.0,-1.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,68.8,12.5,50.0,25.0,18.0,12.0,27.0,15.0,1628.1,1695.6
2026-05-09,2025,RB Leipzig,St Pauli,2,1,H,O,1.3,5.39,8.8,5.0,3.0,3.0,5.0,17,3.0,0.0,0.0,2.0,9.0,1.0,8.0,1.0,5.0,-4.0,8.0,-4.0,12.0,2.0,0.0,2.0,0.0,2.0,-2.0,68.8,18.8,12.5,68.8,30.0,5.0,22.0,10.0,1654.3,1437.8
2026-05-09,2025,Hoffenheim,Werder Bremen,1,0,H,U,1.44,4.91,5.7,4.0,2.0,8.0,3.0,17,1.0,1.0,1.0,1.0,6.0,3.0,3.0,6.0,4.0,2.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.0,56.2,31.2,18.8,56.2,18.0,8.0,15.0,11.0,1584.9,1494.8
2026-05-09,2025,Augsburg,M'gladbach,3,1,H,O,2.06,3.66,3.2,10.0,4.0,2.0,2.0,17,0.0,0.0,1.0,1.0,5.0,3.0,2.0,8.0,4.0,4.0,-3.0,-1.0,-2.0,0.0,0.0,0.0,1.0,0.0,1.0,37.5,31.2,18.8,50.0,18.0,8.0,15.0,12.0,1531.7,1508.1
2026-05-08,2025,Dortmund,Ein Frankfurt,3,2,H,O,1.64,4.38,4.43,8.0,4.0,6.0,2.0,17,2.0,1.0,1.0,1.0,7.0,4.0,3.0,3.0,4.0,-1.0,4.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,75.0,12.5,25.0,31.2,14.0,15.0,21.0,17.0,1691.0,1564.0
2026-05-03,2025,St Pauli,Mainz,1,2,A,O,2.7,3.22,2.55,3.0,6.0,7.0,7.0,16,0.0,2.0,2.0,0.0,2.0,5.0,-3.0,8.0,2.0,6.0,-6.0,3.0,-9.0,0.0,1.0,-1.0,1.0,0.0,1.0,26.7,40.0,26.7,40.0,14.0,14.0,14.0,13.0,1444.9,1549.2
2026-05-03,2025,M'gladbach,Dortmund,1,0,H,U,3.59,3.79,1.89,4.0,1.0,1.0,1.0,16,1.0,2.0,0.0,1.0,5.0,5.0,0.0,3.0,3.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,26.7,33.3,53.3,13.3,15.0,11.0,4.0,9.0,1492.6,1706.5
2026-05-03,2025,Freiburg,Wolfsburg,1,1,D,U,2.43,3.51,2.67,3.0,4.0,1.0,7.0,16,1.0,1.0,2.0,1.0,4.0,6.0,-2.0,5.0,8.0,-3.0,-1.0,-2.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.0,53.3,20.0,26.7,53.3,14.0,11.0,16.0,10.0,1570.0,1450.2
2026-05-02,2025,Werder Bremen,Augsburg,1,3,A,O,1.92,3.76,3.5,4.0,7.0,8.0,2.0,16,1.0,1.0,2.0,1.0,4.0,3.0,1.0,5.0,4.0,1.0,-1.0,-1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,33.3,40.0,26.7,60.0,18.0,11.0,17.0,8.0,1504.3,1522.2
2026-05-02,2025,Union Berlin,FC Koln,2,2,D,O,2.37,3.31,2.84,3.0,4.0,2.0,5.0,16,0.0,0.0,2.0,0.0,3.0,4.0,-1.0,7.0,4.0,3.0,-4.0,0.0,-4.0,0.0,0.0,0.0,1.0,0.0,1.0,26.7,33.3,13.3,46.7,17.0,12.0,19.0,13.0,1477.5,1466.3
2026-05-02,2025,Leverkusen,RB Leipzig,4,1,H,O,2.1,3.98,2.9,8.0,5.0,7.0,3.0,16,1.0,2.0,1.0,1.0,8.0,5.0,3.0,6.0,3.0,3.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,53.3,26.7,53.3,26.7,28.0,14.0,27.0,12.0,1686.2,1663.6
2026-05-02,2025,Hoffenheim,Stuttgart,3,3,D,O,2.27,3.98,2.63,9.0,5.0,4.0,5.0,16,1.0,1.0,1.0,1.0,4.0,9.0,-5.0,4.0,8.0,-4.0,0.0,1.0,-1.0,0.0,1.0,-1.0,0.0,1.0,-1.0,60.0,33.3,40.0,40.0,15.0,19.0,27.0,14.0,1583.5,1629.4
2026-05-02,2025,Ein Frankfurt,Hamburg,1,2,A,O,1.7,4.05,4.26,5.0,4.0,9.0,4.0,16,1.0,0.0,1.0,3.0,4.0,3.0,1.0,5.0,10.0,-5.0,-1.0,-7.0,6.0,0.0,0.0,0.0,1.0,2.0,-1.0,46.7,33.3,13.3,60.0,16.0,12.0,17.0,8.0,1577.6,1448.3
2026-05-02,2025,Bayern Munich,Heidenheim,3,3,D,O,1.22,6.75,9.61,7.0,5.0,13.0,5.0,16,3.0,0.0,0.0,2.0,12.0,3.0,9.0,3.0,5.0,-2.0,9.0,-2.0,11.0,3.0,0.0,3.0,0.0,0.0,0.0,86.7,6.7,6.7,80.0,27.0,10.0,30.0,11.0,1830.2,1425.0
2026-04-26,2025,Stuttgart,Werder Bremen,1,1,D,U,1.5,4.46,5.46,4.0,3.0,14.0,2.0,16,2.0,2.0,1.0,1.0,5.0,6.0,-1.0,2.0,4.0,-2.0,3.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,73.3,13.3,20.0,60.0,18.0,10.0,18.0,12.0,1633.0,1500.7
