Date,Season,Home,Away,HG,AG,Result,Result-U/O,1,X,2,Week,HW,AW,HL,AL,HGF,AGF,HAGF,HGA,AGA,HAGA,HGD,AGD,HAGD,HWGD,AWGD,HAWGD,HLGD,ALGD,HALGD,HW%,HL%,AW%,AL%,HElo,AElo
2024-07-20,2024,AC Oulu,Ekenas,2,0,H,U,1.51,4.18,5.74,8,1.0,2.0,1.0,1.0,4.0,6.0,-2.0,4.0,6.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,28.6,28.6,25.0,62.5,1516.7,1473.0
2024-07-15,2024,Haka,Ilves,4,3,H,O,4.07,4.02,1.73,8,2.0,1.0,0.0,0.0,6.0,5.0,1.0,3.0,3.0,0.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,57.1,14.3,42.9,14.3,1577.4,1577.3
2024-07-14,2024,Lahti,AC Oulu,1,2,A,O,3.04,3.35,2.24,8,0.0,0.0,1.0,2.0,5.0,5.0,0.0,7.0,9.0,-2.0,-2.0,-4.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,14.3,42.9,0.0,57.1,1448.4,1508.4
2024-07-14,2024,Ekenas,Inter Turku,0,7,A,O,5.12,4.18,1.56,7,1.0,1.0,2.0,1.0,3.0,3.0,0.0,4.0,3.0,1.0,-1.0,0.0,-1.0,0.0,1.0,-1.0,0.0,1.0,-1.0,16.7,50.0,14.3,71.4,1481.5,1533.7
2024-07-08,2024,Inter Turku,Lahti,3,0,H,O,1.54,4.24,5.18,8,2.0,0.0,1.0,1.0,6.0,4.0,2.0,4.0,5.0,-1.0,2.0,-1.0,3.0,2.0,0.0,2.0,1.0,0.0,1.0,42.9,28.6,0.0,50.0,1525.7,1456.4
2024-07-08,2024,AC Oulu,SJK,1,2,A,O,3.56,3.52,1.95,7,2.0,1.0,0.0,1.0,4.0,7.0,-3.0,2.0,6.0,-4.0,2.0,1.0,1.0,0.0,1.0,-1.0,0.0,1.0,-1.0,33.3,16.7,33.3,33.3,1516.1,1597.8
2024-07-07,2024,Mariehamn,Haka,0,3,A,O,2.54,3.17,2.7,8,0.0,1.0,1.0,2.0,2.0,3.0,-1.0,3.0,5.0,-2.0,-1.0,-2.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.0,28.6,28.6,33.3,50.0,1481.7,1569.9
2024-07-07,2024,KuPS,Gnistan,3,1,H,O,1.45,4.25,6.45,6,2.0,0.0,1.0,1.0,8.0,4.0,4.0,3.0,5.0,-2.0,5.0,-1.0,6.0,2.0,0.0,2.0,0.0,0.0,0.0,80.0,20.0,14.3,42.9,1694.8,1478.6
2024-07-06,2024,VPS,Ekenas,2,3,A,O,1.32,5.21,8.1,8,1.0,1.0,0.0,2.0,5.0,4.0,1.0,3.0,8.0,-5.0,2.0,-4.0,6.0,1.0,0.0,1.0,0.0,2.0,-2.0,42.9,14.3,14.3,71.4,1638.2,1466.9
2024-07-06,2024,Ilves,HJK,3,0,H,O,2.22,3.46,2.94,8,1.0,2.0,1.0,1.0,6.0,6.0,0.0,4.0,2.0,2.0,2.0,4.0,-2.0,1.0,1.0,0.0,0.0,0.0,0.0,42.9,28.6,42.9,28.6,1563.4,1706.8
2024-06-30,2024,Mariehamn,HJK,1,2,A,O,4.85,3.58,1.7,7,1.0,2.0,0.0,1.0,4.0,5.0,-1.0,2.0,1.0,1.0,2.0,4.0,-2.0,1.0,1.0,0.0,0.0,0.0,0.0,33.3,16.7,33.3,33.3,1486.2,1702.3
2024-06-30,2024,Gnistan,Ekenas,1,2,A,O,1.61,4.02,4.91,7,1.0,0.0,1.0,2.0,2.0,2.0,0.0,5.0,7.0,-2.0,-3.0,-5.0,2.0,0.0,0.0,0.0,1.0,2.0,-1.0,33.3,50.0,0.0,83.3,1489.5,1456.0
2024-06-29,2024,SJK,Haka,2,1,H,O,1.48,4.57,5.55,8,2.0,1.0,1.0,2.0,6.0,2.0,4.0,4.0,8.0,-4.0,2.0,-6.0,8.0,2.0,0.0,2.0,1.0,2.0,-1.0,57.1,14.3,40.0,40.0,1588.0,1579.6
2024-06-29,2024,Lahti,Ilves,2,2,D,O,6.23,4.42,1.45,7,0.0,1.0,2.0,0.0,3.0,4.0,-1.0,9.0,2.0,7.0,-6.0,2.0,-8.0,0.0,1.0,-1.0,2.0,0.0,2.0,16.7,50.0,50.0,16.7,1453.3,1566.5
2024-06-28,2024,Inter Turku,VPS,3,1,H,O,2.28,3.44,2.9,7,1.0,2.0,2.0,0.0,3.0,4.0,-1.0,4.0,2.0,2.0,-1.0,2.0,-3.0,1.0,0.0,1.0,1.0,0.0,1.0,33.3,33.3,66.7,16.7,1511.9,1652.0
2024-06-28,2024,AC Oulu,KuPS,1,0,H,U,3.81,3.4,1.93,6,1.0,2.0,0.0,1.0,4.0,6.0,-2.0,3.0,5.0,-2.0,1.0,1.0,0.0,0.0,1.0,-1.0,0.0,1.0,-1.0,20.0,20.0,37.5,12.5,1500.7,1710.2
2024-06-19,2024,VPS,AC Oulu,1,1,D,U,1.5,4.28,5.75,7,1.0,0.0,1.0,3.0,5.0,6.0,-1.0,5.0,11.0,-6.0,0.0,-5.0,5.0,1.0,0.0,1.0,1.0,1.0,0.0,50.0,16.7,0.0,66.7,1656.3,1496.4
2024-06-19,2024,Lahti,Gnistan,3,3,D,O,2.99,3.25,2.3,6,1.0,0.0,2.0,2.0,3.0,1.0,2.0,6.0,3.0,3.0,-3.0,-2.0,-1.0,1.0,0.0,1.0,2.0,0.0,2.0,20.0,60.0,16.7,50.0,1452.1,1490.6
2024-06-19,2024,Ilves,SJK,2,2,D,O,1.73,3.92,4.11,7,2.0,1.0,1.0,2.0,9.0,5.0,4.0,2.0,6.0,-4.0,7.0,-1.0,8.0,2.0,1.0,1.0,0.0,2.0,-2.0,50.0,33.3,40.0,40.0,1565.9,1588.7
2024-06-19,2024,Haka,Inter Turku,0,0,D,U,2.43,3.58,2.61,7,3.0,1.0,0.0,2.0,8.0,3.0,5.0,3.0,6.0,-3.0,5.0,-3.0,8.0,2.0,1.0,1.0,0.0,2.0,-2.0,66.7,16.7,16.7,83.3,1581.6,1509.8
2024-06-19,2024,HJK,KuPS,3,1,H,O,2.34,3.16,3.01,8,2.0,2.0,0.0,0.0,6.0,5.0,1.0,2.0,2.0,0.0,4.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,57.1,14.3,42.9,0.0,1691.5,1721.1
2024-06-19,2024,Ekenas,Mariehamn,1,2,A,O,2.86,3.1,2.48,6,1.0,1.0,1.0,1.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,1.0,-1.0,20.0,40.0,20.0,60.0,1465.7,1476.5
2024-06-12,2024,SJK,Ekenas,3,1,H,O,1.43,4.65,6.18,7,1.0,0.0,1.0,2.0,4.0,2.0,2.0,4.0,6.0,-2.0,0.0,-4.0,4.0,1.0,0.0,1.0,1.0,1.0,0.0,50.0,16.7,0.0,80.0,1581.7,1472.6
2024-06-12,2024,Mariehamn,VPS,0,0,D,U,3.73,3.4,1.95,6,1.0,2.0,1.0,1.0,4.0,5.0,-1.0,3.0,4.0,-1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,40.0,20.0,80.0,20.0,1471.5,1661.3
2024-06-12,2024,KuPS,Haka,0,1,A,U,1.59,4.12,4.92,5,3.0,1.0,0.0,2.0,10.0,4.0,6.0,3.0,8.0,-5.0,7.0,-4.0,11.0,2.0,1.0,1.0,0.0,2.0,-2.0,100.0,0.0,25.0,50.0,1735.6,1567.1
2024-06-12,2024,Inter Turku,Ilves,0,2,A,U,3.0,3.56,2.17,6,2.0,1.0,1.0,0.0,5.0,4.0,1.0,3.0,2.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,40.0,20.0,40.0,20.0,1518.7,1556.9
2024-06-12,2024,Gnistan,HJK,0,4,A,O,3.73,3.44,1.93,6,1.0,1.0,1.0,1.0,2.0,2.0,0.0,4.0,2.0,2.0,-2.0,0.0,-2.0,0.0,0.0,0.0,1.0,0.0,1.0,40.0,40.0,20.0,40.0,1495.6,1686.5
2024-06-12,2024,AC Oulu,Lahti,2,2,D,O,1.95,3.47,3.66,5,1.0,0.0,0.0,2.0,3.0,2.0,1.0,2.0,6.0,-4.0,1.0,-4.0,5.0,0.0,0.0,0.0,0.0,1.0,-1.0,25.0,25.0,0.0,60.0,1497.7,1450.8
2024-06-08,2024,KuPS,AC Oulu,4,1,H,O,1.58,3.96,5.13,4,3.0,0.0,0.0,2.0,9.0,6.0,3.0,3.0,8.0,-5.0,6.0,-2.0,8.0,2.0,0.0,2.0,0.0,0.0,0.0,100.0,0.0,0.0,60.0,1731.4,1501.9
2024-06-08,2024,Ekenas,Gnistan,1,0,H,U,3.29,3.3,2.12,5,0.0,0.0,2.0,1.0,2.0,2.0,0.0,5.0,3.0,2.0,-3.0,-1.0,-2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,50.0,20.0,40.0,1461.3,1506.9
2024-06-07,2024,VPS,Ilves,1,1,D,U,3.06,3.44,2.17,6,2.0,2.0,1.0,0.0,7.0,4.0,3.0,4.0,1.0,3.0,3.0,3.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,60.0,20.0,50.0,25.0,1664.4,1553.9
2024-06-07,2024,Lahti,Inter Turku,0,2,A,U,3.59,3.55,1.93,5,1.0,0.0,2.0,3.0,3.0,2.0,1.0,5.0,9.0,-4.0,-2.0,-7.0,5.0,1.0,0.0,1.0,1.0,3.0,-2.0,25.0,50.0,0.0,100.0,1459.4,1510.2
2024-06-07,2024,Haka,Mariehamn,2,0,H,U,1.74,3.67,4.36,6,2.0,1.0,0.0,1.0,7.0,3.0,4.0,4.0,4.0,0.0,3.0,-1.0,4.0,1.0,1.0,0.0,0.0,1.0,-1.0,60.0,20.0,25.0,50.0,1559.4,1479.2
2024-06-07,2024,HJK,SJK,4,1,H,O,2.01,3.43,3.44,7,1.0,2.0,1.0,1.0,3.0,5.0,-2.0,3.0,2.0,1.0,0.0,3.0,-3.0,0.0,1.0,-1.0,0.0,1.0,-1.0,50.0,16.7,50.0,25.0,1679.0,1589.2
2024-06-02,2024,Gnistan,Lahti,2,1,H,O,1.93,3.42,3.72,5,0.0,0.0,2.0,2.0,0.0,1.0,-1.0,4.0,8.0,-4.0,-4.0,-7.0,3.0,0.0,0.0,0.0,1.0,2.0,-1.0,25.0,50.0,0.0,50.0,1497.8,1468.5
2024-06-02,2024,Ekenas,VPS,1,2,A,O,4.56,3.89,1.66,4,0.0,2.0,1.0,1.0,2.0,5.0,-3.0,4.0,4.0,0.0,-2.0,1.0,-3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,33.3,75.0,25.0,1466.3,1659.4
2024-05-31,2024,SJK,Mariehamn,0,2,A,U,1.5,4.09,5.98,6,1.0,0.0,0.0,2.0,7.0,2.0,5.0,5.0,6.0,-1.0,2.0,-4.0,6.0,1.0,0.0,1.0,0.0,1.0,-1.0,60.0,0.0,0.0,66.7,1602.9,1465.5
2024-05-31,2024,Inter Turku,Haka,3,1,H,O,2.0,3.6,3.31,5,1.0,1.0,1.0,1.0,3.0,4.0,-1.0,3.0,6.0,-3.0,0.0,-2.0,2.0,0.0,1.0,-1.0,0.0,1.0,-1.0,25.0,25.0,33.3,33.3,1498.1,1571.5
2024-05-31,2024,Ilves,KuPS,1,2,A,O,2.04,3.3,3.49,6,3.0,1.0,0.0,0.0,11.0,4.0,7.0,2.0,2.0,0.0,9.0,2.0,7.0,2.0,1.0,1.0,0.0,0.0,0.0,60.0,20.0,33.3,0.0,1559.4,1725.8
2024-05-31,2024,AC Oulu,HJK,1,0,H,U,3.89,3.58,1.84,4,0.0,1.0,1.0,0.0,3.0,5.0,-2.0,4.0,4.0,0.0,-1.0,1.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3,25.0,25.0,1486.6,1694.4
2024-05-27,2024,VPS,Inter Turku,3,1,H,O,1.97,3.46,3.56,5,2.0,0.0,1.0,3.0,7.0,2.0,5.0,5.0,9.0,-4.0,2.0,-7.0,9.0,1.0,0.0,1.0,1.0,3.0,-2.0,50.0,25.0,0.0,100.0,1653.5,1504.1
2024-05-27,2024,Lahti,SJK,0,4,A,O,3.97,3.57,1.83,4,1.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,3.0,-1.0,2.0,-1.0,3.0,1.0,0.0,1.0,0.0,1.0,-1.0,33.3,33.3,33.3,33.3,1475.2,1596.3
2024-05-26,2024,Mariehamn,Gnistan,1,1,D,U,2.39,3.19,2.87,5,1.0,0.0,1.0,2.0,5.0,3.0,2.0,4.0,5.0,-1.0,1.0,-2.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,50.0,25.0,25.0,50.0,1464.5,1498.8
2024-05-26,2024,KuPS,Ekenas,4,1,H,O,1.29,4.97,9.71,3,,0.0,,2.0,,2.0,,,4.0,,,-2.0,,,0.0,,,0.0,,100.0,0.0,0.0,75.0,1722.0,1470.1
2024-05-25,2024,HJK,Ilves,1,1,D,U,2.27,3.45,2.86,6,1.0,2.0,1.0,1.0,2.0,3.0,-1.0,2.0,1.0,1.0,0.0,2.0,-2.0,0.0,1.0,-1.0,0.0,0.0,0.0,60.0,20.0,66.7,33.3,1698.2,1555.5
2024-05-24,2024,Haka,AC Oulu,4,3,H,O,2.15,3.52,3.04,5,2.0,0.0,0.0,1.0,5.0,6.0,-1.0,2.0,7.0,-5.0,3.0,-1.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,50.0,25.0,0.0,50.0,1563.4,1494.6
2024-05-22,2024,VPS,KuPS,1,3,A,O,2.43,3.01,2.98,4,2.0,1.0,0.0,0.0,7.0,2.0,5.0,3.0,1.0,2.0,4.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,66.7,0.0,20.0,0.0,1662.0,1713.5
2024-05-22,2024,Ilves,Inter Turku,3,0,H,O,1.72,3.78,4.33,5,2.0,0.0,1.0,3.0,12.0,3.0,9.0,8.0,8.0,0.0,4.0,-5.0,9.0,1.0,0.0,1.0,1.0,2.0,-1.0,50.0,25.0,0.0,100.0,1546.5,1513.1
2024-05-22,2024,HJK,Gnistan,1,0,H,U,1.39,4.76,6.82,5,1.0,1.0,1.0,1.0,3.0,9.0,-6.0,3.0,8.0,-5.0,0.0,1.0,-1.0,0.0,1.0,-1.0,0.0,0.0,0.0,50.0,25.0,33.3,33.3,1693.2,1503.8
2024-05-19,2024,Gnistan,KuPS,0,0,D,U,4.56,3.66,1.72,4,1.0,1.0,2.0,0.0,2.0,3.0,-1.0,5.0,2.0,3.0,-3.0,1.0,-4.0,0.0,0.0,0.0,1.0,0.0,1.0,33.3,66.7,25.0,0.0,1498.2,1719.1
2024-05-19,2024,Ekenas,Lahti,1,1,D,U,3.04,3.22,2.29,3,,0.0,,2.0,,0.0,,,7.0,,,-7.0,,,0.0,,,2.0,,0.0,50.0,0.0,66.7,1469.9,1475.3
2024-05-17,2024,SJK,Inter Turku,3,1,H,O,2.45,3.46,2.63,5,1.0,,0.0,,5.0,,,4.0,,,1.0,,,0.0,,,0.0,,,50.0,0.0,0.0,100.0,1588.2,1521.2
2024-05-17,2024,Ilves,Haka,5,0,H,O,2.05,3.58,3.24,4,1.0,,1.0,,7.0,,,8.0,,,-1.0,,,0.0,,,1.0,,,33.3,33.3,50.0,0.0,1535.4,1574.6
2024-05-17,2024,HJK,VPS,1,2,A,O,1.85,3.5,3.98,4,2.0,2.0,0.0,1.0,6.0,5.0,1.0,1.0,4.0,-3.0,5.0,1.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,66.7,0.0,66.7,33.3,1704.8,1650.4
2024-05-17,2024,AC Oulu,Mariehamn,1,1,D,U,1.99,3.39,3.58,3,,,,,,,,,,,,,,,,,,,,0.0,50.0,0.0,100.0,1495.5,1463.6
2024-05-12,2024,Lahti,Mariehamn,3,0,H,O,2.48,3.1,2.87,3,,,,,,,,,,,,,,,,,,,,0.0,50.0,0.0,100.0,1465.1,1473.8
2024-05-12,2024,Ekenas,Ilves,0,2,A,U,5.58,4.07,1.54,2,,,,,,,,,,,,,,,,,,,,0.0,0.0,50.0,50.0,1478.5,1526.7
2024-05-11,2024,Inter Turku,HJK,0,1,A,U,3.4,3.49,2.04,4,1.0,0.0,0.0,1.0,6.0,5.0,1.0,5.0,7.0,-2.0,1.0,-2.0,3.0,0.0,0.0,0.0,0.0,1.0,-1.0,33.3,0.0,0.0,33.3,1526.6,1699.4
2024-05-11,2024,Haka,SJK,2,0,H,U,2.74,3.44,2.4,4,1.0,,1.0,,4.0,,,4.0,,,0.0,,,0.0,,,0.0,,,33.3,33.3,50.0,0.0,1563.6,1599.2
2024-05-11,2024,AC Oulu,Gnistan,1,1,D,U,2.03,3.56,3.35,2,,,,,,,,,,,,,,,,,,,,0.0,100.0,50.0,50.0,1495.5,1498.3
2024-05-10,2024,KuPS,VPS,2,1,H,O,2.1,3.19,3.53,2,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,1710.6,1659.0
2024-05-05,2024,Mariehamn,Inter Turku,3,1,H,O,3.74,3.31,1.97,4,1.0,,1.0,,5.0,,,5.0,,,0.0,,,0.0,,,0.0,,,33.3,33.3,0.0,100.0,1461.6,1538.8
2024-05-05,2024,Gnistan,Haka,0,3,A,O,2.47,3.39,2.64,3,,,,,,,,,,,,,,,,,,,,50.0,50.0,0.0,0.0,1506.9,1554.9
2024-05-04,2024,SJK,KuPS,1,1,D,U,2.86,3.24,2.39,4,2.0,1.0,0.0,0.0,6.0,4.0,2.0,4.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,66.7,0.0,33.3,0.0,1595.9,1713.9
2024-05-04,2024,Ilves,AC Oulu,3,2,H,O,1.69,3.91,4.38,3,,0.0,,1.0,,5.0,,,6.0,,,-1.0,,,0.0,,,0.0,,0.0,50.0,0.0,33.3,1517.1,1505.1
2024-05-04,2024,HJK,Ekenas,0,0,D,U,1.17,6.8,14.01,3,,0.0,,3.0,,4.0,,,7.0,,,-3.0,,,0.0,,,0.0,,100.0,0.0,0.0,100.0,1705.2,1472.7
2024-05-03,2024,VPS,Lahti,3,0,H,O,1.56,4.1,5.19,3,,,,,,,,,,,,,,,,,,,,50.0,0.0,0.0,50.0,1653.8,1470.2
2024-04-28,2024,Mariehamn,Ilves,0,1,A,U,4.33,3.64,1.74,3,,,,,,,,,,,,,,,,,,,,50.0,0.0,0.0,100.0,1470.6,1508.2
2024-04-28,2024,Gnistan,SJK,0,1,A,U,2.81,3.56,2.25,2,,,,,,,,,,,,,,,,,,,,100.0,0.0,0.0,0.0,1514.8,1588.0
2024-04-27,2024,Lahti,KuPS,0,1,A,U,4.09,3.28,1.87,2,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1474.3,1709.8
2024-04-27,2024,Haka,HJK,1,1,D,U,3.82,3.33,1.92,3,,,,,,,,,,,,,,,,,,,,50.0,50.0,0.0,50.0,1550.6,1709.5
2024-04-27,2024,AC Oulu,VPS,1,2,A,O,2.93,3.3,2.27,1,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,1511.4,1647.5
2024-04-26,2024,Inter Turku,Ekenas,2,1,H,O,1.47,4.05,6.4,3,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,100.0,1530.2,1481.3
2024-04-24,2024,SJK,HJK,3,3,D,O,3.44,3.5,2.01,3,,,,,,,,,,,,,,,,,,,,100.0,0.0,0.0,100.0,1584.5,1713.0
2024-04-21,2024,Ekenas,AC Oulu,1,1,D,U,3.7,3.6,1.89,1,,,,,,,,,,,,,,,,,,,,,,0.0,50.0,1480.4,1512.3
2024-04-20,2024,VPS,Gnistan,3,2,H,O,1.99,3.56,3.46,2,,,,,,,,,,,,,,,,,,,,0.0,0.0,100.0,0.0,1640.8,1521.5
2024-04-20,2024,Lahti,Haka,1,1,D,U,2.91,3.23,2.37,1,,,,,,,,,,,,,,,,,,,,,,,,1472.0,1552.9
2024-04-20,2024,HJK,Mariehamn,2,1,H,O,1.35,4.78,7.86,2,,,,,,,,,,,,,,,,,,,,100.0,0.0,,,1708.9,1474.7
2024-04-19,2024,SJK,Ilves,1,0,H,U,2.61,3.49,2.47,2,,,,,,,,,,,,,,,,,,,,100.0,0.0,,,1576.2,1516.5
2024-04-19,2024,Inter Turku,KuPS,1,1,D,U,2.72,3.12,2.58,2,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1525.2,1714.7
2024-04-13,2024,Mariehamn,KuPS,2,2,D,O,4.08,3.39,1.86,2,,,,,,,,,,,,,,,,,,,,100.0,0.0,,,1468.5,1720.9
2024-04-13,2024,Ilves,Gnistan,4,6,A,O,1.64,3.81,4.91,2,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,1526.9,1511.1
2024-04-12,2024,VPS,SJK,1,1,D,U,2.43,3.28,2.78,1,,,,,,,,,,,,,,,,,,,,,,,,1642.8,1574.2
2024-04-12,2024,Inter Turku,AC Oulu,3,3,D,O,1.86,3.56,3.88,1,,,,,,,,,,,,,,,,,,,,,,0.0,100.0,1525.6,1511.9
2024-04-12,2024,Haka,Ekenas,2,1,H,O,1.66,3.69,4.93,2,,,,,,,,,,,,,,,,,,,,0.0,100.0,0.0,100.0,1544.5,1488.8
2024-04-11,2024,HJK,Lahti,4,0,H,O,1.41,4.57,6.72,1,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1704.7,1476.3
2024-04-06,2024,SJK,AC Oulu,2,1,H,O,1.85,3.59,3.9,1,,,,,,,,,,,,,,,,,,,,,,,,1565.5,1520.6
2024-04-06,2024,Mariehamn,Ekenas,3,2,H,O,1.87,3.43,3.99,1,,,,,,,,,,,,,,,,,,,,,,,,1457.3,1500.0
2024-04-06,2024,KuPS,HJK,3,1,H,O,3.26,3.18,2.19,1,,,,,,,,,,,,,,,,,,,,,,,,1710.8,1714.8
2024-04-06,2024,Ilves,Lahti,0,0,D,U,1.58,3.92,5.29,1,,,,,,,,,,,,,,,,,,,,,,,,1528.4,1474.7
2024-04-06,2024,Haka,VPS,1,2,A,O,2.17,3.18,3.33,1,,,,,,,,,,,,,,,,,,,,,,,,1552.2,1635.1
2024-04-06,2024,Gnistan,Inter Turku,2,1,H,O,3.03,3.42,2.21,1,,,,,,,,,,,,,,,,,,,,,,,,1500.0,1536.7
2023-11-05,2023,VPS,Honka,1,0,H,U,2.08,3.3,3.51,14,2.0,1.0,0.0,2.0,6.0,3.0,3.0,4.0,7.0,-3.0,2.0,-4.0,6.0,0.0,0.0,0.0,0.0,2.0,-2.0,53.8,23.1,35.7,42.9,1625.8,1603.4
2023-11-01,2023,Honka,VPS,0,1,A,U,2.71,2.99,2.69,16,2.0,3.0,0.0,0.0,8.0,7.0,1.0,0.0,0.0,0.0,8.0,7.0,1.0,2.0,3.0,-1.0,0.0,0.0,0.0,53.3,26.7,57.1,35.7,1613.3,1615.8
2023-10-28,2023,Honka,AC Oulu,5,0,H,O,1.69,3.66,4.78,15,1.0,0.0,1.0,2.0,3.0,5.0,-2.0,3.0,7.0,-4.0,0.0,-2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,50.0,28.6,35.7,42.9,1605.5,1528.4
2023-10-25,2023,SJK,AC Oulu,2,2,D,O,1.72,3.73,4.53,15,0.0,0.0,3.0,3.0,3.0,4.0,-1.0,7.0,7.0,0.0,-4.0,-3.0,-1.0,0.0,0.0,0.0,1.0,0.0,1.0,50.0,42.9,38.5,46.2,1566.7,1527.3
2023-10-25,2023,Honka,Inter Turku,0,0,D,U,2.12,3.26,3.41,14,2.0,0.0,1.0,2.0,5.0,1.0,4.0,3.0,6.0,-3.0,2.0,-5.0,7.0,2.0,0.0,2.0,1.0,2.0,-1.0,53.8,30.8,28.6,50.0,1607.6,1534.6
2023-10-21,2023,SJK,VPS,0,2,A,U,2.61,3.65,2.43,14,1.0,3.0,2.0,0.0,6.0,7.0,-1.0,7.0,1.0,6.0,-1.0,6.0,-7.0,0.0,2.0,-2.0,0.0,0.0,0.0,53.8,38.5,53.8,38.5,1575.8,1606.7
2023-10-21,2023,Lahti,Ilves,1,5,A,O,2.51,3.64,2.51,14,3.0,1.0,0.0,1.0,7.0,7.0,0.0,4.0,5.0,-1.0,3.0,2.0,1.0,0.0,1.0,-1.0,0.0,0.0,0.0,38.5,46.2,23.1,46.2,1483.7,1519.5
2023-10-21,2023,KTP,Mariehamn,0,2,A,U,2.31,3.69,2.74,13,0.0,0.0,3.0,3.0,2.0,5.0,-3.0,7.0,8.0,-1.0,-5.0,-3.0,-2.0,0.0,0.0,0.0,1.0,0.0,1.0,25.0,50.0,15.4,61.5,1370.0,1449.5
2023-10-21,2023,Honka,Inter Turku,3,0,H,O,1.61,4.1,4.88,13,2.0,1.0,1.0,1.0,3.0,3.0,0.0,3.0,4.0,-1.0,0.0,-1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,50.0,33.3,30.8,46.2,1599.2,1543.0
2023-10-21,2023,HJK,KuPS,1,2,A,O,2.21,3.39,3.1,14,2.0,1.0,0.0,0.0,7.0,5.0,2.0,2.0,4.0,-2.0,5.0,1.0,4.0,2.0,0.0,2.0,0.0,0.0,0.0,69.2,7.7,58.3,8.3,1725.5,1700.1
2023-10-21,2023,AC Oulu,Haka,1,1,D,U,3.05,3.62,2.16,14,2.0,2.0,1.0,1.0,6.0,5.0,1.0,5.0,4.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,46.2,38.5,25.0,75.0,1526.6,1552.9
2023-10-08,2023,VPS,HJK,3,2,H,O,2.52,3.36,2.66,13,2.0,3.0,0.0,0.0,6.0,9.0,-3.0,4.0,4.0,0.0,2.0,5.0,-3.0,0.0,2.0,-2.0,0.0,0.0,0.0,50.0,25.0,50.0,8.3,1592.7,1739.5
2023-10-08,2023,Mariehamn,Lahti,0,0,D,U,1.83,3.69,3.97,13,1.0,0.0,2.0,2.0,3.0,2.0,1.0,4.0,5.0,-1.0,-1.0,-3.0,2.0,0.0,0.0,0.0,0.0,1.0,-1.0,16.7,58.3,16.7,41.7,1448.5,1484.8
2023-10-08,2023,KuPS,Honka,3,1,H,O,1.87,3.4,4.17,14,1.0,2.0,1.0,1.0,4.0,4.0,0.0,3.0,5.0,-2.0,1.0,-1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,53.8,38.5,38.5,38.5,1692.5,1606.7
2023-10-07,2023,Inter Turku,SJK,1,2,A,O,2.47,3.52,2.62,13,2.0,0.0,1.0,2.0,4.0,1.0,3.0,3.0,5.0,-2.0,1.0,-4.0,5.0,0.0,0.0,0.0,0.0,1.0,-1.0,50.0,33.3,33.3,25.0,1552.6,1566.2
2023-10-07,2023,Haka,KTP,2,0,H,U,2.05,3.72,3.18,14,2.0,0.0,0.0,3.0,5.0,2.0,3.0,2.0,6.0,-4.0,3.0,-4.0,7.0,1.0,0.0,1.0,0.0,1.0,-1.0,23.1,0.0,15.4,69.2,1547.5,1375.4
2023-10-06,2023,Ilves,AC Oulu,3,2,H,O,2.14,3.44,3.18,13,1.0,0.0,2.0,3.0,3.0,3.0,0.0,6.0,8.0,-2.0,-3.0,-5.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,25.0,33.3,41.7,41.7,1508.6,1537.4
2023-10-01,2023,KuPS,SJK,1,1,D,U,1.8,3.62,4.26,13,2.0,0.0,1.0,3.0,5.0,2.0,3.0,2.0,7.0,-5.0,3.0,-5.0,8.0,2.0,0.0,2.0,1.0,1.0,0.0,58.3,41.7,36.4,27.3,1696.2,1562.5
