Date,Season,Home,Away,HG,AG,Result,Result-U/O,1,X,2,HST,AST,HC,AC,Week,HW,AW,HL,AL,HGF,AGF,HAGF,HGA,AGA,HAGA,HGD,AGD,HAGD,HWGD,AWGD,HAWGD,HLGD,ALGD,HALGD,HW%,HL%,AW%,AL%,HSTF,ASTF,HCF,ACF,HElo,AElo
2026-05-10,2025,Cremonese,Pisa,3.0,0.0,H,O,1.69,3.62,4.97,6.0,0.0,7.0,1.0,18,0.0,0.0,2.0,3.0,2.0,0.0,2.0,4.0,9.0,-5.0,-2.0,-9.0,7.0,0.0,0.0,0.0,0.0,2.0,-2.0,11.8,47.1,0.0,52.9,12.0,8.0,11.0,8.0,1425.1,1408.8
2026-05-09,2025,Lecce,Juventus,0.0,1.0,A,U,6.74,4.42,1.44,3.0,6.0,1.0,7.0,18,1.0,2.0,1.0,0.0,3.0,2.0,1.0,5.0,0.0,5.0,-2.0,2.0,-4.0,0.0,0.0,0.0,1.0,0.0,1.0,23.5,47.1,47.1,29.4,7.0,15.0,11.0,11.0,1460.4,1702.2
2026-05-09,2025,Lazio,Inter,0.0,3.0,A,O,4.37,3.72,1.75,5.0,5.0,5.0,1.0,18,1.0,1.0,0.0,0.0,5.0,7.0,-2.0,4.0,6.0,-2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.2,23.5,70.6,17.6,10.0,14.0,12.0,11.0,1623.8,1801.3
2026-05-09,2025,Cagliari,Udinese,0.0,2.0,A,U,2.5,3.12,2.89,5.0,6.0,8.0,4.0,18,2.0,2.0,1.0,0.0,4.0,8.0,-4.0,3.0,3.0,0.0,1.0,5.0,-4.0,0.0,2.0,-2.0,0.0,0.0,0.0,35.3,41.2,41.2,41.2,9.0,17.0,12.0,9.0,1485.1,1544.4
2026-05-08,2025,Torino,Sassuolo,2.0,1.0,H,O,2.49,3.23,2.81,4.0,7.0,7.0,5.0,18,2.0,0.0,0.0,1.0,8.0,2.0,6.0,4.0,3.0,1.0,4.0,-1.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,41.2,41.2,29.4,41.2,10.0,8.0,10.0,11.0,1526.9,1542.8
2026-05-04,2025,Roma,Fiorentina,4.0,0.0,H,O,1.61,3.94,5.08,7.0,1.0,4.0,5.0,18,2.0,2.0,0.0,0.0,5.0,6.0,-1.0,1.0,2.0,-1.0,4.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,64.7,17.6,23.5,41.2,14.0,10.0,18.0,9.0,1668.1,1574.4
2026-05-04,2025,Cremonese,Lazio,1.0,2.0,A,O,2.88,3.21,2.42,5.0,3.0,3.0,3.0,17,0.0,2.0,2.0,1.0,2.0,4.0,-2.0,6.0,1.0,5.0,-4.0,3.0,-7.0,0.0,2.0,-2.0,1.0,0.0,1.0,12.5,43.8,29.4,35.3,10.0,18.0,12.0,7.0,1430.2,1618.7
2026-05-03,2025,Sassuolo,Milan,2.0,0.0,H,U,4.49,3.98,1.68,4.0,1.0,2.0,3.0,18,2.0,1.0,1.0,2.0,4.0,1.0,3.0,3.0,2.0,1.0,1.0,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,47.1,41.2,58.8,11.8,9.0,7.0,14.0,13.0,1528.4,1692.9
2026-05-03,2025,Juventus,Verona,1.0,1.0,D,U,1.21,6.02,12.75,7.0,3.0,14.0,1.0,18,2.0,1.0,0.0,2.0,5.0,3.0,2.0,1.0,4.0,-3.0,4.0,-1.0,5.0,2.0,0.0,2.0,0.0,0.0,0.0,58.8,5.9,11.8,58.8,17.0,12.0,20.0,13.0,1709.3,1401.3
2026-05-03,2025,Inter,Parma,2.0,0.0,H,U,1.21,6.25,11.94,5.0,0.0,8.0,3.0,18,2.0,1.0,0.0,1.0,9.0,3.0,6.0,3.0,5.0,-2.0,6.0,-2.0,8.0,2.0,0.0,2.0,0.0,1.0,-1.0,76.5,11.8,35.3,29.4,17.0,8.0,13.0,14.0,1798.0,1516.7
